ACC,NMI,Purity,Fscore,Runtime
0.6517,0.600525953773854,0.7017,0.556316259900191,1.9741322
0.6015,0.565844711802346,0.657,0.510123786575289,1.4145281
0.6037,0.565706009683474,0.6476,0.5128766408949,2.1699478
0.6003,0.552576033312028,0.6523,0.494129966951954,2.4506339
0.6228,0.573861307501321,0.6674,0.526559726982459,2.8646569
