ACC,NMI,Purity,Fscore,Runtime
0.78311499272198,0.729377878311226,0.78311499272198,0.67623245151335,1.5350343
0.783569868995633,0.729791266209117,0.783569868995633,0.677017118278353,1.3401027
0.782660116448326,0.728600982350368,0.782660116448326,0.676332931842465,1.7777223
0.783296943231441,0.728660334576139,0.783296943231441,0.676354490878845,1.5610522
0.783569868995633,0.728924129190157,0.783569868995633,0.676708365982249,1.7535528
