DatasetID,AnchorsRate,Order,NumSampling,K,Seed,ACC,NMI,Purity,Fscore,P,R,RI,Runtime,Obj_History,alphaA_History
6,10,2,2,5,2,0.286450283359093,0.134743822719582,0.450283359093251,0.248012216015739,0.301739324530829,0.210526315789474,0.716990391816313,0.1339085,[409204.57594 393951.899031 393850.6588 393850.6588],[0.25 0.161522 0.16103 0.16103;0.25 0.18662 0.184474 0.184474;0.25 0.060696 0.06226 0.06226;0.25 0.591161 0.592237 0.592237]
6,10,2,2,5,4,0.285419886656363,0.134218205746101,0.450283359093251,0.250114868044897,0.299819865669343,0.214546700433425,0.714810093638628,0.133813,[409563.534358 394974.236175 394832.950837 394832.950837],[0.25 0.11573 0.114521 0.114521;0.25 0.23029 0.228786 0.228786;0.25 0.077848 0.079037 0.079037;0.25 0.576132 0.577656 0.577656]
6,10,2,2,5,6,0.28129829984544,0.134315179627033,0.452344152498712,0.246981081348785,0.301627513937035,0.209098336499965,0.717349437265306,0.1316368,[400003.144987 392245.345772 392155.16292 392155.16292],[0.25 0.197366 0.197 0.197;0.25 0.128251 0.126764 0.126764;0.25 0.185352 0.186596 0.186596;0.25 0.489031 0.48964 0.48964]
6,10,2,2,5,8,0.285419886656363,0.134687143198738,0.450283359093251,0.249071479218017,0.301671579736569,0.212090863568079,0.716499625551714,0.1476506,[404286.849054 389908.181272 389727.714657 389727.714657],[0.25 0.146986 0.145914 0.145914;0.25 0.07806 0.07653 0.07653;0.25 0.265799 0.266696 0.266696;0.25 0.509154 0.510859 0.510859]
6,10,2,2,5,10,0.286450283359093,0.134523802177239,0.450283359093251,0.250616958440229,0.299963265987644,0.215212771310075,0.714688995469441,0.1337377,[408365.956618 393382.260963 393240.482935 393240.482935],[0.25 0.119168 0.117959 0.117959;0.25 0.225907 0.2244 0.2244;0.25 0.08289 0.084051 0.084051;0.25 0.572035 0.573591 0.573591]
6,10,2,2,5,12,0.285419886656363,0.134431958589105,0.450283359093251,0.247684577122859,0.301645998520837,0.210099838753345,0.717066874870536,0.1184483,[411090.65398 396134.289878 396034.899183 396034.899183],[0.25 0.180059 0.179622 0.179622;0.25 0.170564 0.168364 0.168364;0.25 0.042635 0.044248 0.044248;0.25 0.606741 0.607766 0.607766]
6,10,2,2,5,14,0.286450283359093,0.134793448105094,0.450283359093251,0.248049675416314,0.301771470365042,0.210564650803957,0.716995703139523,0.129174,[409783.193192 394587.317082 394484.565317 394484.565317],[0.25 0.181638 0.181178 0.181178;0.25 0.165936 0.163769 0.163769;0.25 0.051836 0.053349 0.053349;0.25 0.600589 0.601703 0.601703]
6,10,2,2,5,16,0.285935085007728,0.134400210392671,0.450283359093251,0.248631914869709,0.300457275156074,0.212054924492001,0.715880325265433,0.1198673,[403647.268122 385700.795628 385588.99155 385588.99155],[0.25 0.112384 0.111569 0.111569;0.25 0.235459 0.233622 0.233622;0.25 0.063558 0.065187 0.065187;0.25 0.588599 0.589622 0.589622]
6,10,2,2,7,2,0.282328696548171,0.134288453296835,0.448737764039155,0.246486923943247,0.300976106974414,0.208703006663105,0.71713273527834,0.1183388,[401222.87101 387013.409717 386892.858804 386892.858804],[0.25 0.068983 0.067895 0.067895;0.25 0.267736 0.266812 0.266812;0.25 0.09662 0.097557 0.097557;0.25 0.56666 0.567736 0.567736]
6,10,2,2,7,4,0.280783101494075,0.134482621658297,0.449768160741886,0.247939523644371,0.301210225774075,0.210679655847407,0.716673836953,0.1199944,[403976.446526 391614.776646 391446.564707 391446.564707],[0.25 0.120226 0.119272 0.119272;0.25 0.148599 0.146842 0.146842;0.25 0.222656 0.22399 0.22399;0.25 0.508518 0.509896 0.509896]
6,10,2,2,7,6,0.289541473467285,0.134646245038797,0.448737764039155,0.248629795714997,0.301335698811006,0.211616467763847,0.716464570818528,0.119343,[401292.463083 387353.816179 387207.70126 387207.70126],[0.25 0.073313 0.071858 0.071858;0.25 0.249849 0.249023 0.249023;0.25 0.123973 0.124468 0.124468;0.25 0.552865 0.554651 0.554651]
6,10,2,2,7,8,0.288511076764554,0.134236226029347,0.448737764039155,0.248393546326508,0.300899254825228,0.21148948302837,0.716276018844575,0.1320138,[401203.817255 387074.295362 386934.322891 386934.322891],[0.25 0.06878 0.067303 0.067303;0.25 0.269533 0.268789 0.268789;0.25 0.093435 0.093773 0.093773;0.25 0.568252 0.570135 0.570135]
6,10,2,2,7,10,0.288511076764554,0.134340152902867,0.448737764039155,0.248281454347854,0.300997385362124,0.211278640448711,0.716388618896626,0.1255909,[401048.782807 386845.846732 386705.203996 386705.203996],[0.25 0.066435 0.06495 0.06495;0.25 0.27074 0.270009 0.270009;0.25 0.096361 0.096676 0.096676;0.25 0.566464 0.568364 0.568364]
6,10,2,2,7,12,0.288511076764554,0.134236226029347,0.448737764039155,0.248393546326508,0.300899254825228,0.21148948302837,0.716276018844575,0.1342101,[401068.644695 387004.546948 386864.268666 386864.268666],[0.25 0.069266 0.067789 0.067789;0.25 0.267668 0.266923 0.266923;0.25 0.097111 0.097451 0.097451;0.25 0.565955 0.567838 0.567838]
