ACC,NMI,Purity,Fscore,Runtime
0.601419660141966,0.585991986716448,0.680899118089912,0.54660197441327,2.0215322
0.598730909873091,0.586974304602294,0.681006668100667,0.548264103553939,1.6673355
0.570767907076791,0.579901739395126,0.684233168423317,0.520661279529272,1.5322275
0.566358356635836,0.579109477826361,0.683480318348032,0.519147184885948,1.6642706
0.603032910303291,0.586733519579012,0.682404818240482,0.5458814527235,1.7972991
