AnchorsRate,Order,NumSampling,K,Seed,Method,F_MadeStyle,ACC,NMI,Purity,Fscore,Runtime
10,2,2,5,0,1,1,0.556420233463035,0.652223730435695,0.579210672595887,0.472193389693048,1.5749155
10,2,2,5,0,1,2,0.556420233463035,0.664712308421799,0.579210672595887,0.485064593840211,1.5749155
10,2,2,5,0,2,1,0.565869927737632,0.675362236169948,0.602001111728738,0.478289348171701,1.5359921
10,2,2,5,0,2,2,0.632017787659811,0.69189273652824,0.666481378543635,0.528821181487867,1.5359921
10,2,2,5,0,3,1,0.549193996664814,0.663170307298029,0.596998332406893,0.472088007039547,1.6332857
10,2,2,5,0,3,2,0.533629794330183,0.634479988370582,0.565869927737632,0.43220926241346,1.6332857
10,2,2,5,0,4,1,0.56142301278488,0.675335046908259,0.597554196775987,0.50839587420548,1.6714505
10,2,2,5,0,4,2,0.56142301278488,0.675335046908259,0.597554196775987,0.50839587420548,1.6714505
10,2,2,5,2,1,1,0.530850472484714,0.66483017147058,0.596998332406893,0.481338990020049,1.514959
10,2,2,5,2,1,2,0.56976097832129,0.666301733681874,0.598110061145081,0.485264586160109,1.514959
10,2,2,5,2,2,1,0.570316842690384,0.705780733938112,0.605892162312396,0.52572988720085,1.7784699
10,2,2,5,2,2,2,0.56976097832129,0.700935818331227,0.605892162312396,0.516936820113825,1.7784699
10,2,2,5,2,3,1,0.531962201222902,0.647394388652318,0.565869927737632,0.456454729959063,2.1767355
10,2,2,5,2,3,2,0.563090605892162,0.655369995145371,0.565869927737632,0.46492282030985,2.1767355
10,2,2,5,2,4,1,0.561978877153974,0.652433776154193,0.599221789883268,0.49203612280087,2.0013587
10,2,2,5,2,4,2,0.589772095608671,0.666171299504831,0.62479155086159,0.49645068720737,2.0013587
10,2,2,5,4,1,1,0.564758198999444,0.667731510671972,0.60088938299055,0.489773004474415,1.6134663
10,2,2,5,4,1,2,0.563646470261256,0.674617293504256,0.60366870483602,0.507182075899209,1.6134663
10,2,2,5,4,2,1,0.523624235686493,0.642244999925559,0.559199555308505,0.424011067686654,1.9790353
10,2,2,5,4,2,2,0.56698165647582,0.696525108656717,0.60644802668149,0.51685612189156,1.9790353
10,2,2,5,4,3,1,0.521956642579211,0.665847989577363,0.557531962201223,0.470078693814244,1.7232058
10,2,2,5,4,3,2,0.521956642579211,0.665847989577363,0.557531962201223,0.470078693814244,1.7232058
10,2,2,5,4,4,1,0.596442468037799,0.642024589738057,0.599221789883268,0.474602313810557,1.6191526
10,2,2,5,4,4,2,0.593107281823235,0.642381722909354,0.595886603668705,0.47759333980285,1.6191526
10,2,2,5,6,1,1,0.505280711506392,0.638272560377451,0.573652028904947,0.462038203346127,1.9244076
10,2,2,5,6,1,2,0.504724847137298,0.611733554834385,0.52751528627015,0.432985127478754,1.9244076
10,2,2,5,6,2,1,0.552529182879377,0.685855887651541,0.590883824346859,0.496333124453412,1.7301671
10,2,2,5,6,2,2,0.564758198999444,0.683316207984809,0.578654808226793,0.497306469302027,1.7301671
10,2,2,5,6,3,1,0.513062812673708,0.653709473216753,0.553640911617565,0.461018939950081,1.6846986
10,2,2,5,6,3,2,0.55141745414119,0.663065205050259,0.570872707059477,0.469906822685599,1.6846986
10,2,2,5,6,4,1,0.546970539188438,0.659872064787751,0.583657587548638,0.485409238013199,1.6890054
10,2,2,5,6,4,2,0.595886603668705,0.682618685036933,0.632573652028905,0.507670412854213,1.6890054
10,2,2,5,8,1,1,0.559199555308505,0.661908392200958,0.594219010561423,0.481759269538188,1.8449353
10,2,2,5,8,1,2,0.538076709282935,0.632194921296888,0.570316842690384,0.456385079060016,1.8449353
10,2,2,5,8,2,1,0.562534741523068,0.651164427537652,0.574763757643135,0.445908921636431,1.5328718
10,2,2,5,8,2,2,0.545302946081156,0.655423847920098,0.557531962201223,0.457494132416353,1.5328718
10,2,2,5,8,3,1,0.600333518621456,0.687796202672291,0.602001111728738,0.501515943172569,1.7095365
10,2,2,5,8,3,2,0.600333518621456,0.687796202672291,0.602001111728738,0.501515943172569,1.7095365
10,2,2,5,8,4,1,0.561978877153974,0.658846564749375,0.599221789883268,0.488359582494544,1.4767772
10,2,2,5,8,4,2,0.590883824346859,0.658483647606934,0.626459143968872,0.486426715692041,1.4767772
10,2,2,5,10,1,1,0.494163424124514,0.624716056968975,0.571428571428571,0.457075463971564,1.8138451
10,2,2,5,10,1,2,0.519733185102835,0.621514853541673,0.56420233463035,0.443619608345066,1.8138451
10,2,2,5,10,2,1,0.593663146192329,0.67169937325312,0.594219010561423,0.47282751555265,1.6797375
10,2,2,5,10,2,2,0.586992773763202,0.671520993453345,0.589216231239578,0.474705234808255,1.6797375
10,2,2,5,10,3,1,0.518621456364647,0.693266263026779,0.588660366870484,0.509344237467818,1.548946
10,2,2,5,10,3,2,0.605336297943302,0.727183135315517,0.641467481934408,0.551056021051174,1.548946
10,2,2,5,10,4,1,0.594774874930517,0.664135378382889,0.599777654252362,0.49292475396997,1.5084029
10,2,2,5,10,4,2,0.615897720956087,0.672867889471892,0.620900500277932,0.503523999774914,1.5084029
10,2,2,7,0,1,1,0.541967759866593,0.622540975933272,0.577543079488605,0.442780748663102,1.9060842
10,2,2,7,0,1,2,0.572540300166759,0.624449615976459,0.578654808226793,0.456088330006563,1.9060842
10,2,2,7,0,2,1,0.563646470261256,0.656243103172504,0.602001111728738,0.458975536592338,1.4886567
10,2,2,7,0,2,2,0.533629794330183,0.648642167182106,0.571984435797665,0.455071675269536,1.4886567
10,2,2,7,0,3,1,0.563646470261256,0.690901918422021,0.60088938299055,0.510877742623643,1.8019088
10,2,2,7,0,3,2,0.560311284046693,0.693599479851516,0.604780433574208,0.513819567804356,1.8019088
10,2,2,7,0,4,1,0.559199555308505,0.65970660153481,0.594219010561423,0.496593861685528,1.6158028
10,2,2,7,0,4,2,0.593663146192329,0.653194414564678,0.594774874930517,0.486273843288471,1.6158028
10,2,2,7,2,1,1,0.50917176209005,0.645075437523695,0.580322401334075,0.459172133001583,1.7386605
10,2,2,7,2,1,2,0.505280711506392,0.636406941731133,0.555308504724847,0.470324570886176,1.7386605
10,2,2,7,2,2,1,0.590327959977765,0.696518478570361,0.627570872707059,0.522697795071336,1.7083845
10,2,2,7,2,2,2,0.571428571428571,0.71777134246877,0.640911617565314,0.547344409641836,1.7083845
10,2,2,7,2,3,1,0.554196775986659,0.673541562865446,0.599221789883268,0.49757615697532,1.9417168
10,2,2,7,2,3,2,0.559199555308505,0.677923068799342,0.597554196775987,0.502455020212711,1.9417168
10,2,2,7,2,4,1,0.54307948860478,0.653253884788475,0.577543079488605,0.485137848293423,1.9668158
10,2,2,7,2,4,2,0.593107281823235,0.656197175061367,0.596442468037799,0.488744334844042,1.9668158
10,2,2,7,4,1,1,0.559755419677599,0.655756904698462,0.595886603668705,0.493510828034335,2.4204861
10,2,2,7,4,1,2,0.559755419677599,0.646134376927006,0.587548638132296,0.484297503758168,2.4204861
10,2,2,7,4,2,1,0.522512506948305,0.634692813923334,0.557531962201223,0.429225798276736,2.2475781
10,2,2,7,4,2,2,0.56698165647582,0.695321180926965,0.60644802668149,0.516113803301906,2.2475781
10,2,2,7,4,3,1,0.571984435797665,0.685462624918945,0.607559755419678,0.505759002558786,2.1984855
10,2,2,7,4,3,2,0.571984435797665,0.685462624918945,0.607559755419678,0.505759002558786,2.1984855
10,2,2,7,4,4,1,0.564758198999444,0.641188588544607,0.58532518065592,0.482012076050779,1.5979654
10,2,2,7,4,4,2,0.594774874930517,0.641407259521304,0.595886603668705,0.479250985028988,1.5979654
10,2,2,7,6,1,1,0.53029460811562,0.646296226939023,0.569205113952196,0.461226583470354,1.6967744
10,2,2,7,6,1,2,0.499722067815453,0.628758173942859,0.555864369093941,0.446089247768806,1.6967744
10,2,2,7,6,2,1,0.595886603668705,0.714465085616137,0.635352973874375,0.541811864812291,1.5213857
10,2,2,7,6,2,2,0.531962201222902,0.660669824948382,0.569205113952196,0.46822220121095,1.5213857
10,2,2,7,6,3,1,0.546414674819344,0.657597564396932,0.570872707059477,0.468107584039583,1.7297075
10,2,2,7,6,3,2,0.566425792106726,0.652441025279734,0.56976097832129,0.471624591538706,1.7297075
10,2,2,7,6,4,1,0.593663146192329,0.636798358918806,0.594774874930517,0.47460396617399,1.587915
10,2,2,7,6,4,2,0.617009449694275,0.656162399730886,0.618121178432463,0.494274438308442,1.587915
10,2,2,7,8,1,1,0.573652028904947,0.640352547690833,0.573652028904947,0.453395200664843,1.9926781
10,2,2,7,8,1,2,0.536964980544747,0.636985110971535,0.571428571428571,0.457654067117509,1.9926781
10,2,2,7,8,2,1,0.517509727626459,0.659464116116058,0.551973318510284,0.466229147673099,1.5066532
10,2,2,7,8,2,2,0.537520844913841,0.669517338455142,0.551973318510284,0.479338191280785,1.5066532
10,2,2,7,8,3,1,0.562534741523068,0.638137690821381,0.562534741523068,0.443750148899167,1.6193611
10,2,2,7,8,3,2,0.562534741523068,0.638137690821381,0.562534741523068,0.443750148899167,1.6193611
10,2,2,7,8,4,1,0.56142301278488,0.663949600350139,0.598110061145081,0.495827576678641,1.7282133
10,2,2,7,8,4,2,0.56142301278488,0.663949600350139,0.598110061145081,0.495827576678641,1.7282133
10,2,2,7,10,1,1,0.528627015008338,0.640922429126258,0.584769316286826,0.472380201775976,1.760364
10,2,2,7,10,1,2,0.491384102279044,0.613028290973238,0.565314063368538,0.452742335980378,1.760364
10,2,2,7,10,2,1,0.557531962201223,0.650789625068826,0.569205113952196,0.458861102657474,2.2629079
10,2,2,7,10,2,2,0.604780433574208,0.679672983908886,0.60644802668149,0.498265034592869,2.2629079
10,2,2,7,10,3,1,0.56420233463035,0.691028981073384,0.60088938299055,0.510011995618991,1.9848793
10,2,2,7,10,3,2,0.599221789883268,0.71066776736508,0.635908838243469,0.537927006893291,1.9848793
10,2,2,7,10,4,1,0.560311284046693,0.659734320505062,0.593107281823235,0.492778969702516,1.8210056
10,2,2,7,10,4,2,0.616453585325181,0.655625411503481,0.617565314063369,0.494613003095975,1.8210056
