AnchorsRate,Order,NumSampling,K,Seed,F_MadeStyle,ACC,NMI,Purity,Fscore,Runtime
10,3,2,15,8,1,0.556976097832129,0.640866647705836,0.584769316286826,0.482152141812308,4.7972457
10,3,2,15,8,2,0.566425792106726,0.624250327858059,0.579210672595887,0.474581478572052,4.7972457
10,3,2,15,10,1,0.546970539188438,0.62935267374312,0.580878265703168,0.464177375395927,4.9158032
10,3,2,15,10,2,0.500277932184547,0.598615532395883,0.538632573652029,0.447153370056936,4.9158032
10,3,3,5,0,1,0.566425792106726,0.671579808710101,0.590883824346859,0.496858922285405,5.0826326
10,3,3,5,0,2,0.568649249583102,0.661095307842933,0.604224569205114,0.476668653257732,5.0826326
10,3,3,5,2,1,0.56698165647582,0.670554839647445,0.602556976097832,0.486355955837722,5.7975925
10,3,3,5,2,2,0.558087826570317,0.679626322324603,0.627570872707059,0.495614763575018,5.7975925
10,3,3,5,4,1,0.551973318510284,0.655224078457438,0.590327959977765,0.465818665415004,5.8718451
10,3,3,5,4,2,0.596442468037799,0.687785981028505,0.631461923290717,0.509222811301722,5.8718451
10,3,3,5,6,1,0.559199555308505,0.658516562061406,0.583101723179544,0.478594878529219,5.284697
10,3,3,5,6,2,0.617565314063369,0.70648808325678,0.652584769316287,0.544705771609919,5.284697
10,3,3,5,8,1,0.551973318510284,0.649879881380604,0.593663146192329,0.457128604947623,4.442209
10,3,3,5,8,2,0.591439688715953,0.676826439868637,0.625903279599778,0.48990726307168,4.442209
10,3,3,5,10,1,0.56698165647582,0.680346008026527,0.590883824346859,0.504828375519881,6.790381
10,3,3,5,10,2,0.56142301278488,0.675390032843705,0.627015008337966,0.491961977462501,6.790381
10,3,3,7,0,1,0.564758198999444,0.678886734320337,0.589216231239578,0.504922956162654,5.3170621
10,3,3,7,0,2,0.621456364647026,0.688776012540504,0.623123957754308,0.512465693558255,5.3170621
10,3,3,7,2,1,0.565314063368538,0.681090282695889,0.592551417454141,0.505563723222333,5.1365015
10,3,3,7,2,2,0.624235686492496,0.679013463383673,0.625903279599778,0.50504358341311,5.1365015
10,3,3,7,4,1,0.515842134519177,0.672748279195518,0.56976097832129,0.499146287358331,5.7140828
10,3,3,7,4,2,0.546414674819344,0.676066489596206,0.617009449694275,0.50153339315129,5.7140828
10,3,3,7,6,1,0.56420233463035,0.678347744205576,0.589772095608671,0.505384759984278,5.5555812
10,3,3,7,6,2,0.586992773763202,0.700543605965923,0.62201222901612,0.527029447835853,5.5555812
10,3,3,7,8,1,0.565314063368538,0.636609287483296,0.589772095608671,0.436984510604143,5.0932125
10,3,3,7,8,2,0.588660366870484,0.69576973045925,0.624235686492496,0.522461532110755,5.0932125
10,3,3,7,10,1,0.56420233463035,0.666358681860902,0.590883824346859,0.489039120483681,5.2294463
10,3,3,7,10,2,0.593663146192329,0.687169543920867,0.629794330183435,0.514494452656439,5.2294463
10,3,3,10,0,1,0.560311284046693,0.662761485812475,0.586436909394108,0.492997958726951,5.4459254
10,3,3,10,0,2,0.583657587548638,0.682588767814456,0.619788771539744,0.514343804843202,5.4459254
10,3,3,10,2,1,0.556976097832129,0.676486153670482,0.594774874930517,0.498555580246492,5.3979099
10,3,3,10,2,2,0.617009449694275,0.669824995349608,0.618677042801556,0.49574959495329,5.3979099
10,3,3,10,4,1,0.563646470261256,0.674777585337806,0.599221789883268,0.503018343428797,5.6903002
10,3,3,10,4,2,0.590883824346859,0.673846437102289,0.628126737076153,0.50002730263607,5.6903002
10,3,3,10,6,1,0.561978877153974,0.671016614526919,0.586436909394108,0.500017080119424,5.1812591
10,3,3,10,6,2,0.561978877153974,0.671016614526919,0.586436909394108,0.500017080119424,5.1812591
10,3,3,10,8,1,0.563090605892162,0.678300065787113,0.599221789883268,0.50547571912621,5.5861856
10,3,3,10,8,2,0.563090605892162,0.678511959344454,0.590327959977765,0.506398543744236,5.5861856
