F_MadeStyle,ACC,NMI,Purity,Fscore,Runtime
1,0.613674263479711,0.682678699964143,0.615897720956087,0.501973870216724,2.2085048
2,0.581989994441356,0.678845259221903,0.595886603668705,0.496886119433917,2.2085048
1,0.568093385214008,0.690047207228644,0.605336297943302,0.498721295225508,2.3143637
2,0.570872707059477,0.670893218971565,0.573652028904947,0.467347211697053,2.3143637
1,0.560311284046693,0.653655274286733,0.572540300166759,0.445202625273466,2.4525227
2,0.531962201222902,0.662054822213358,0.570872707059477,0.460449190803406,2.4525227
1,0.596998332406893,0.706798117583644,0.630350194552529,0.530247623388687,2.3497208
2,0.593107281823235,0.704506068180635,0.628126737076153,0.528554890989774,2.3497208
