AnchorsRate,Order,NumSampling,K,Seed,Method,F_MadeStyle,ACC,NMI,Purity,Fscore,Runtime
10,2,2,15,6,2,1,0.494163424124514,0.629383085089,0.564758198999444,0.461722448629968,1.0269712
10,2,2,15,6,2,2,0.539188438021123,0.634529430230544,0.586436909394108,0.459001145553713,1.0269712
10,2,2,15,6,3,1,0.534185658699277,0.629730488724068,0.570872707059477,0.459665895656644,1.1209905
10,2,2,15,6,3,2,0.534185658699277,0.627385809518841,0.570872707059477,0.459234276864837,1.1209905
10,2,2,15,6,4,1,0.540300166759311,0.604918182334181,0.567537520844914,0.450521851905223,1.1306252
10,2,2,15,6,4,2,0.499722067815453,0.591605093575774,0.534185658699277,0.444395151812111,1.1306252
10,2,2,15,8,1,1,0.529182879377432,0.596125115423899,0.556420233463035,0.435413831985825,1.3609403
10,2,2,15,8,1,2,0.550861589772096,0.618972068995211,0.590327959977765,0.476528738925743,1.3609403
10,2,2,15,8,2,1,0.516397998888271,0.655895273736109,0.580322401334075,0.482781054968493,1.0223574
10,2,2,15,8,2,2,0.510283490828238,0.634962183435567,0.546970539188438,0.450950477420706,1.0223574
10,2,2,15,8,3,1,0.556976097832129,0.649713645366002,0.593663146192329,0.4841731700174,1.0569312
10,2,2,15,8,3,2,0.556976097832129,0.649713645366002,0.593663146192329,0.4841731700174,1.0569312
10,2,2,15,8,4,1,0.558643690939411,0.624902908778126,0.572540300166759,0.476624503530839,1.1277567
10,2,2,15,8,4,2,0.510283490828238,0.583789419922808,0.523068371317399,0.449751909765501,1.1277567
10,2,2,15,10,1,1,0.51195108393552,0.599054654490373,0.553640911617565,0.436104454764473,1.2491585
10,2,2,15,10,1,2,0.512506948304614,0.600591326448017,0.555864369093941,0.437960552728026,1.2491585
10,2,2,15,10,2,1,0.549193996664814,0.62182338954801,0.558643690939411,0.457962724436015,1.1868681
10,2,2,15,10,2,2,0.540300166759311,0.631564373442944,0.568093385214008,0.47345544969367,1.1868681
10,2,2,15,10,3,1,0.536409116175653,0.661261047647235,0.576431350750417,0.487398170047063,1.0666259
10,2,2,15,10,3,2,0.506948304613674,0.647946138070319,0.573096164535853,0.473118065839123,1.0666259
10,2,2,15,10,4,1,0.54585881045025,0.606072026762248,0.575875486381323,0.453292590180036,1.1220536
10,2,2,15,10,4,2,0.54585881045025,0.606072026762248,0.575875486381323,0.453292590180036,1.1220536
10,2,3,5,0,1,1,0.554752640355753,0.704677483748503,0.608115619788771,0.532447869352296,1.376393
10,2,3,5,0,1,2,0.554752640355753,0.704677483748503,0.608115619788771,0.532447869352296,1.376393
10,2,3,5,0,2,1,0.561978877153974,0.654725230154046,0.565314063368538,0.455196768890422,1.5181214
10,2,3,5,0,2,2,0.538076709282935,0.661272737805055,0.575319622012229,0.465502407615559,1.5181214
10,2,3,5,0,3,1,0.519733185102835,0.653475771025775,0.58810450250139,0.457432479432391,1.3701002
10,2,3,5,0,3,2,0.573096164535853,0.701440310364024,0.60644802668149,0.519496732804376,1.3701002
10,2,3,5,0,4,1,0.567537520844914,0.687389119654819,0.603112840466926,0.51228551723177,1.4195433
10,2,3,5,0,4,2,0.624235686492496,0.686639391871658,0.625903279599778,0.510603469593171,1.4195433
10,2,3,5,2,1,1,0.501945525291829,0.645684716408254,0.562534741523068,0.462572135726511,1.5009262
10,2,3,5,2,1,2,0.497498610339077,0.638584234301136,0.561978877153974,0.444414472796892,1.5009262
10,2,3,5,2,2,1,0.560867148415787,0.695979521120711,0.612006670372429,0.514517799352751,1.4540208
10,2,3,5,2,2,2,0.540300166759311,0.696052111308256,0.626459143968872,0.519584613321241,1.4540208
10,2,3,5,2,3,1,0.514174541411895,0.641555733396383,0.584769316286826,0.440989812563479,1.2060041
10,2,3,5,2,3,2,0.572540300166759,0.710314814748906,0.643690939410784,0.528570823932359,1.2060041
10,2,3,5,2,4,1,0.566425792106726,0.675250177093717,0.602001111728738,0.494950444381782,1.4719514
10,2,3,5,2,4,2,0.589216231239578,0.692865679886701,0.62479155086159,0.517743699452484,1.4719514
10,2,3,5,4,1,1,0.565314063368538,0.683556300559864,0.599221789883268,0.505305696249737,1.3444486
10,2,3,5,4,1,2,0.54307948860478,0.656571424728393,0.56698165647582,0.465994036474586,1.3444486
10,2,3,5,4,2,1,0.536409116175653,0.673173822026528,0.572540300166759,0.481528451896374,1.3476845
10,2,3,5,4,2,2,0.535853251806559,0.665399256071921,0.573096164535853,0.46505545236014,1.3476845
10,2,3,5,4,3,1,0.571984435797665,0.658593628083796,0.602556976097832,0.459074016673963,1.6302869
10,2,3,5,4,3,2,0.546414674819344,0.640633872690457,0.569205113952196,0.433771121327229,1.6302869
10,2,3,5,4,4,1,0.538076709282935,0.651336833090025,0.570872707059477,0.468643440564616,1.3853185
10,2,3,5,4,4,2,0.623679822123402,0.684387958024425,0.637020566981656,0.51139521584863,1.3853185
10,2,3,5,6,1,1,0.574207893274041,0.66052814766573,0.610339077265147,0.477335548967564,1.4788463
10,2,3,5,6,1,2,0.571984435797665,0.673952361332418,0.609783212896053,0.488147887588494,1.4788463
10,2,3,5,6,2,1,0.533073929961089,0.668022154353059,0.586436909394108,0.469675450728422,1.3286524
10,2,3,5,6,2,2,0.570872707059477,0.717728243456813,0.627570872707059,0.531786780383795,1.3286524
10,2,3,5,6,3,1,0.571984435797665,0.686855030966771,0.608671484157865,0.494216707290051,1.4661769
10,2,3,5,6,3,2,0.571984435797665,0.700718833623702,0.64313507504169,0.528813604366473,1.4661769
10,2,3,5,6,4,1,0.583101723179544,0.641604788325311,0.590883824346859,0.449740527026856,1.4228311
10,2,3,5,6,4,2,0.627570872707059,0.679672973606732,0.629238465814341,0.495125909813436,1.4228311
10,2,3,5,8,1,1,0.560867148415787,0.65946552128648,0.596998332406893,0.473316708229426,1.4335115
10,2,3,5,8,1,2,0.639799888827126,0.707234959473003,0.676486937187326,0.550155863663019,1.4335115
10,2,3,5,8,2,1,0.554196775986659,0.664697998490803,0.555864369093941,0.465002619437919,1.4139941
10,2,3,5,8,2,2,0.583101723179544,0.688216342029503,0.625347415230684,0.499234520108179,1.4139941
10,2,3,5,8,3,1,0.56698165647582,0.686814584392719,0.605336297943302,0.481626972831072,1.3201993
10,2,3,5,8,3,2,0.568093385214008,0.702738373527082,0.605892162312396,0.518073916552085,1.3201993
10,2,3,5,8,4,1,0.594219010561423,0.66613238560155,0.595330739299611,0.488621726062688,1.5283466
10,2,3,5,8,4,2,0.619788771539744,0.677878266645114,0.621456364647026,0.5053358705729,1.5283466
10,2,3,5,10,1,1,0.524180100055586,0.653585594617926,0.589772095608671,0.476462848089369,1.4588852
10,2,3,5,10,1,2,0.555308504724847,0.695120020707323,0.603112840466926,0.517449709614437,1.4588852
10,2,3,5,10,2,1,0.535853251806559,0.689925782917292,0.573096164535853,0.48742192344206,1.4584555
10,2,3,5,10,2,2,0.56976097832129,0.693915517144281,0.605892162312396,0.509695179266819,1.4584555
10,2,3,5,10,3,1,0.544191217342968,0.668691391254619,0.559755419677599,0.462719592329355,1.4151995
10,2,3,5,10,3,2,0.541967759866593,0.68839679570033,0.609227348526959,0.486217559969954,1.4151995
10,2,3,5,10,4,1,0.566425792106726,0.681764729310951,0.600333518621456,0.503429993726855,1.3896514
10,2,3,5,10,4,2,0.60088938299055,0.678101375395818,0.602556976097832,0.495076714863764,1.3896514
10,2,3,7,0,1,1,0.561978877153974,0.684671513098868,0.601445247359644,0.510542372059684,1.3346928
10,2,3,7,0,1,2,0.561978877153974,0.682727457166657,0.605892162312396,0.508513859811891,1.3346928
10,2,3,7,0,2,1,0.483046136742635,0.628169875089889,0.543635352973874,0.424171916910985,1.4268631
10,2,3,7,0,2,2,0.54307948860478,0.670148782298202,0.579210672595887,0.473963119730072,1.4268631
10,2,3,7,0,3,1,0.585881045025014,0.687670509072545,0.62201222901612,0.506835057476998,1.3449309
10,2,3,7,0,3,2,0.536409116175653,0.685160816261684,0.589216231239578,0.50098691822872,1.3449309
10,2,3,7,0,4,1,0.56420233463035,0.684505238456606,0.599221789883268,0.511521443751524,1.3325388
10,2,3,7,0,4,2,0.62201222901612,0.680148224900821,0.623123957754308,0.506075230412739,1.3325388
10,2,3,7,2,1,1,0.499722067815453,0.61330521036783,0.536964980544747,0.419483208901811,1.4264526
10,2,3,7,2,1,2,0.56698165647582,0.667729458015745,0.599777654252362,0.513054045934948,1.4264526
10,2,3,7,2,2,1,0.486381322957198,0.661730851043435,0.557531962201223,0.459298005963784,1.4563705
10,2,3,7,2,2,2,0.486381322957198,0.654993083089528,0.557531962201223,0.455848635419258,1.4563705
10,2,3,7,2,3,1,0.560867148415787,0.672228420036568,0.585881045025014,0.489934121193389,1.4242333
10,2,3,7,2,3,2,0.528627015008338,0.66989133840222,0.58810450250139,0.484986149206013,1.4242333
10,2,3,7,2,4,1,0.584213451917732,0.679123336226175,0.61923290717065,0.507192885386162,1.3445846
10,2,3,7,2,4,2,0.593107281823235,0.66222626051695,0.627570872707059,0.494270064947177,1.3445846
10,2,3,7,4,1,1,0.562534741523068,0.667710183006755,0.598110061145081,0.49442543962049,1.3700885
10,2,3,7,4,1,2,0.562534741523068,0.675626733340746,0.597554196775987,0.502558807839898,1.3700885
10,2,3,7,4,2,1,0.537520844913841,0.666147319964568,0.573096164535853,0.463234520914108,1.3308074
10,2,3,7,4,2,2,0.602001111728738,0.716777164898607,0.641467481934408,0.54471040813288,1.3308074
10,2,3,7,4,3,1,0.528071150639244,0.641938018841139,0.567537520844914,0.448262088225353,1.4033176
10,2,3,7,4,3,2,0.528071150639244,0.641938018841139,0.567537520844914,0.448262088225353,1.4033176
10,2,3,7,4,4,1,0.531962201222902,0.650983720820857,0.569205113952196,0.486596398323065,1.2388263
