F_MadeStyle,ACC,NMI,Purity,Fscore,Runtime
1,0.580878265703168,0.695974215208825,0.618121178432463,0.511557094396677,2.1055969
2,0.64035575319622,0.713607793996715,0.653140633685381,0.547182216439551,2.1055969
1,0.569205113952196,0.712957926530205,0.60644802668149,0.529214974158402,2.74502
2,0.637020566981656,0.74503962235193,0.673707615341857,0.575261648993126,2.74502
1,0.534185658699277,0.649508960313339,0.570316842690384,0.454847714622299,2.4193594
2,0.586436909394108,0.701044846417653,0.622568093385214,0.520784950053243,2.4193594
1,0.556420233463035,0.686954422093422,0.624235686492496,0.506523386374595,2.4455062
2,0.589772095608671,0.669116452331779,0.624235686492496,0.474713954412085,2.4455062
