NumAnchors,Method,ACC,NMI,Purity,Fscore,Runtime
200,1,0.5874,0.561621838670061,0.633,0.490083559552401,18.9550902
200,2,0.7366,0.71382299196947,0.7438,0.668792828481072,13.4812975
200,3,0.6716,0.643510761661719,0.7156,0.59075825644555,15.3949706
200,4,0.515,0.510174819600653,0.5628,0.419669138941447,17.2903671
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
