F_MadeStyle,ACC,NMI,Purity,Fscore,Runtime
1,0.580878265703168,0.704601045280239,0.618121178432463,0.524806523190158,2.1645877
2,0.64035575319622,0.713607793996715,0.653140633685381,0.547182216439551,2.1645877
1,0.568649249583102,0.710051587855292,0.605892162312396,0.528153833791588,2.6356062
2,0.637020566981656,0.74503962235193,0.673707615341857,0.575261648993126,2.6356062
1,0.540856031128405,0.658526965564003,0.553085047248471,0.467020874706704,2.2358403
2,0.586436909394108,0.701044846417653,0.622568093385214,0.520784950053243,2.2358403
1,0.556420233463035,0.686954422093422,0.624235686492496,0.506523386374595,2.4728718
2,0.589772095608671,0.669116452331779,0.624235686492496,0.474713954412085,2.4728718
